plateforme;identifiant;url_actuelle;titre_vimeo;duree;etat;deja_dans_sanity;nb_usages;ou_elle_est_utilisee;URL_LIVID;fait
vimeo;547858356;https://vimeo.com/547858356;ICSI - BARPI - Fuite de CVM Gazeux;14:50;public;non;2;en:/actualites/barpi-industrial-accident-prevention/ | fr:/actualites/barpi-prevention-accidents/;;
vimeo;877031725;https://vimeo.com/877031725;MASE - Meuleuse;2:48;public;non;2;en:/actualites/mase-rhone-alpes-motions/ | fr:/actualites/mase-4-motions/;;
vimeo;875599603;https://vimeo.com/875599603;Trophée Émile Terrier - ET 2023 - Film Complet;29:53;public;non;2;en:/actualites/sport-boules-16th-emile-terrier-trophy/ | fr:/actualites/sport-boules-16eme-trophee-emile-terrier/;;
vimeo;742948824;https://vimeo.com/742948824;Guitare En Scène - 2022 - AFTERMOVIE;18:33;public;non;2;en:/actualites/guitare-en-scene-2022/ | fr:/actualites/guitare-en-scene-2022/;;
vimeo;381529486;https://vimeo.com/381529486;VideoMapping - Intercontinental Grand Hôtel Dieu;2:55;public;non;2;en:/actualites/video-mapping-lyon-intercontinental-grand-hotel-dieu/ | fr:/actualites/video-mapping-lyon-intercontinental-grand-hotel-dieu/;;
vimeo;375622738;https://vimeo.com/375622738;GL_EVENTS - EQUITA - Dailynews - Jour5;1:42;public;non;2;en:/actualites/equita-lyon-2019-daily-news/ | fr:/actualites/equita-lyon-2019-daily-news/;;
vimeo;367216145;https://vimeo.com/367216145;bluevista | Automotive | FR;0:50;public;non;3;ch:/realisation-film-automotive/ | en:/film-production-automotive/ | fr:/realisation-film-automotive/;;
vimeo;249080166;https://vimeo.com/249080166;VIPARIS show inauguration;1:16;public;non;3;ch:/realisation-film-automotive/ | en:/film-production-automotive/ | fr:/realisation-film-automotive/;;
vimeo;569409707;https://vimeo.com/569409707;bluevista | Finances;0:48;public;non;3;ch:/realisation-de-film-banques-assurances/ | en:/film-production-banking-and-insurance/ | fr:/realisation-de-film-banques-assurances/;;
vimeo;345421451;https://vimeo.com/345421451;;;public;non;3;ch:/realisation-de-film-banques-assurances/ | en:/film-production-banking-and-insurance/ | fr:/realisation-de-film-banques-assurances/;;
vimeo;307705906;https://vimeo.com/307705906;;;public;non;3;ch:/realisation-de-film-banques-assurances/ | en:/film-production-banking-and-insurance/ | fr:/realisation-de-film-banques-assurances/;;
vimeo;276249755;https://vimeo.com/276249755;;;public;non;3;ch:/realisation-de-film-banques-assurances/ | en:/film-production-banking-and-insurance/ | fr:/realisation-de-film-banques-assurances/;;
vimeo;367216251;https://vimeo.com/367216251;bluevista | Construction | FR;0:44;public;non;3;ch:/realisation-film-construction-immobiliere/ | en:/film-production-real-estate-construction/ | fr:/realisation-film-construction-immobiliere/;;
vimeo;241147078;https://vimeo.com/241147078;;;public;non;3;ch:/realisation-film-construction-immobiliere/ | en:/film-production-real-estate-construction/ | fr:/realisation-film-construction-immobiliere/;;
vimeo;367216194;https://vimeo.com/367216194;bluevista | Events | FR;1:01;public;non;3;ch:/realisation-film-evenementiel/ | en:/film-production-events/ | fr:/realisation-film-evenementiel/;;
vimeo;367216047;https://vimeo.com/367216047;bluevista | RealEstate | FR;0:53;public;non;3;ch:/realisation-film-immobilier-real-estate/ | en:/film-production-real-estate/ | fr:/realisation-film-immobilier-real-estate/;;
vimeo;366198176;https://vimeo.com/366198176;bluevista | Industry | FR;0:59;public;non;3;ch:/realisation-film-industrie/ | en:/film-production-industry/ | fr:/realisation-film-industrie/;;
vimeo;273332335;https://vimeo.com/273332335;ELISTAIR - drone Orion;2:13;public;non;3;ch:/realisation-film-lancement-produit/ | en:/film-production-product-launch/ | fr:/realisation-film-lancement-produit/;;
vimeo;345496872;https://vimeo.com/345496872;;;public;non;3;ch:/realisation-film-lancement-produit/ | en:/film-production-product-launch/ | fr:/realisation-film-lancement-produit/;;
vimeo;345487095;https://vimeo.com/345487095;;;public;non;3;ch:/realisation-film-lancement-produit/ | en:/film-production-product-launch/ | fr:/realisation-film-lancement-produit/;;
vimeo;367216096;https://vimeo.com/367216096;bluevista | HealthCare | FR;0:59;public;non;3;ch:/realisation-film-sante/ | en:/film-production-health/ | fr:/realisation-film-sante/;;
vimeo;273313952;https://vimeo.com/273313952;;;privée ou supprimée;non;3;ch:/realisation-film-sante/ | en:/film-production-health/ | fr:/realisation-film-sante/;;
vimeo;344597466;https://vimeo.com/344597466;;;public;non;3;ch:/realisation-film-sante/ | en:/film-production-health/ | fr:/realisation-film-sante/;;
vimeo;364297253;https://vimeo.com/364297253;;;public;non;3;ch:/realisation-film-territoires/ | en:/film-production-territories/ | fr:/realisation-film-territoires/;;
vimeo;249078992;https://vimeo.com/249078992;;;public;non;3;ch:/realisation-film-territoires/ | en:/film-production-territories/ | fr:/realisation-film-territoires/;;
vimeo;126715310;https://vimeo.com/126715310;Film de présentation CLEDA;2:35;public;non;3;ch:/realisation-film-territoires/ | en:/film-production-territories/ | fr:/realisation-film-territoires/;;
vimeo;344976760;https://vimeo.com/344976760;;;public;non;3;ch:/realisation-film-territoires/ | en:/film-production-territories/ | fr:/realisation-film-territoires/;;
vimeo;349647917;https://vimeo.com/349647917;;;public;non;3;ch:/realisation-de-film-evenements/ | en:/geneva-event-video-production/ | fr:/realisation-de-film-evenements/;;
vimeo;276251571;https://vimeo.com/276251571;;;public;non;3;ch:/realisation-de-film-evenements/ | en:/geneva-event-video-production/ | fr:/realisation-de-film-evenements/;;
vimeo;272164139;https://vimeo.com/272164139;bluevista | Showreel 2018;1:32;public;non;3;ch:/nos-competences/studio-fond-vert-compositing/ | en:/our-skills/green-screen-studio-compositing/ | fr:/nos-competences/studio-fond-vert-compositing/;;
vimeo;368799931;https://vimeo.com/368799931;;;public;non;3;ch:/nos-competences/video-mapping/ | en:/our-skills/video-mapping/ | fr:/nos-competences/video-mapping/;;
vimeo;747177921;https://vimeo.com/747177921;;;privée ou supprimée;non;3;ch:/nos-competences/video-mapping/ | en:/our-skills/video-mapping/ | fr:/nos-competences/video-mapping/;;
vimeo;374172154;https://vimeo.com/374172154;;;public;non;3;ch:/nos-competences/creation-immersive-realite-virtuelle/ | en:/our-skills/immersive-creation-virtual-reality/ | fr:/nos-competences/creation-immersive-realite-virtuelle/;;
vimeo;744595694;https://vimeo.com/744595694;;;privée ou supprimée;non;3;ch:/nos-competences/creation-immersive-realite-virtuelle/ | en:/our-skills/immersive-creation-virtual-reality/ | fr:/nos-competences/creation-immersive-realite-virtuelle/;;
vimeo;608958203;https://vimeo.com/608958203;;;privée ou supprimée;non;3;ch:/nos-competences/aftermovie-captation-evenementielle/ | en:/our-skills/aftermovie-event-capture/ | fr:/nos-competences/aftermovie-captation-evenementielle/;;
vimeo;743077571;https://vimeo.com/743077571;;;privée ou supprimée;non;3;ch:/nos-competences/aftermovie-captation-evenementielle/ | en:/our-skills/aftermovie-event-capture/ | fr:/nos-competences/aftermovie-captation-evenementielle/;;
vimeo;743078668;https://vimeo.com/743078668;;;privée ou supprimée;non;3;ch:/nos-competences/aftermovie-captation-evenementielle/ | en:/our-skills/aftermovie-event-capture/ | fr:/nos-competences/aftermovie-captation-evenementielle/;;
vimeo;364261119;https://vimeo.com/364261119;Vercors-nature;3:15;public;non;3;ch:/nos-competences/video-aerienne-drone/ | en:/our-skills/aerial-video-drone/ | fr:/nos-competences/video-aerienne-drone/;;
vimeo;518933955;https://vimeo.com/518933955;C'PRO Eole;5:22;public;non;3;ch:/nos-competences/video-aerienne-drone/ | en:/our-skills/aerial-video-drone/ | fr:/nos-competences/video-aerienne-drone/;;
vimeo;875506441;https://vimeo.com/875506441;;;privée ou supprimée;non;3;en:/actualites/the-bluevista-metaverse-the-blueverse/ | en:/actualites/vercors-the-paths-of-freedom/ | fr:/actualites/vercors-les-chemins-de-la-liberte/;;
vimeo;398565590;https://vimeo.com/398565590;SANTOS Centrifugeuse #65;2:26;public;non;3;ch:/actualites/tournage-en-studio-film-produit-santos/ | en:/actualites/studio-shooting-santos-film/ | fr:/actualites/tournage-en-studio-film-produit-santos/;;
vimeo;276252940;https://vimeo.com/276252940;30 ans Bocuse d’Or - Régis Marcon;3:22;public;non;3;ch:/actualites/nos-dernieres-interviews/ | en:/actualites/our-latest-interviews/ | fr:/actualites/nos-dernieres-interviews/;;
vimeo;301829876;https://vimeo.com/301829876;SANTOS : Centrifugeuse;2:51;public;non;3;ch:/actualites/film-de-presentation-produit/ | en:/actualites/product-presentation-film/ | fr:/actualites/film-de-presentation-produit/;;
vimeo;273313919;https://vimeo.com/273313919;AMPLITUDE - Voeux 2018 version EN;2:07;public;non;3;ch:/actualites/carte-de-voeux-video/ | en:/actualites/video-greeting-card/ | fr:/actualites/carte-de-voeux-video/;;
youtube;3xUSy6lud68;https://youtu.be/3xUSy6lud68;;;youtube;non;3;ch:/actualites/carte-de-voeux-video/ | en:/actualites/video-greeting-card/ | fr:/actualites/carte-de-voeux-video/;;
vimeo;240379088;https://vimeo.com/240379088;1611-MAAT_PHARMA-ALX-V7-Complet.mp4;3:48;public;non;3;ch:/actualites/realisation-de-film-dentreprise-ou-corporate/ | en:/actualites/corporate-film-production/ | fr:/actualites/realisation-de-film-dentreprise-ou-corporate/;;
vimeo;249078214;https://vimeo.com/249078214;;;public;non;3;ch:/actualites/realisation-de-film-dentreprise-ou-corporate/ | en:/actualites/corporate-film-production/ | fr:/actualites/realisation-de-film-dentreprise-ou-corporate/;;
vimeo;126716619;https://vimeo.com/126716619;RISO Perfect Binder - video demo;1:15;public;non;3;ch:/actualites/realisation-de-3-clips-produit-en-studio-pour-la-societe-riso/ | en:/actualites/production-of-3-in-studio-clips-for-riso/ | fr:/actualites/realisation-de-3-clips-produit-en-studio-pour-la-societe-riso/;;
vimeo;126716618;https://vimeo.com/126716618;RISO Wrapping Envelope Finisher - video demo;1:19;public;non;3;ch:/actualites/realisation-de-3-clips-produit-en-studio-pour-la-societe-riso/ | en:/actualites/production-of-3-in-studio-clips-for-riso/ | fr:/actualites/realisation-de-3-clips-produit-en-studio-pour-la-societe-riso/;;
vimeo;108357892;https://vimeo.com/108357892;Second Shooter Tutorial;9:41;public;non;3;ch:/actualites/nouveau-materiel-motion-control-kessler/ | en:/actualites/new-hardware-motion-control-kessler/ | fr:/actualites/nouveau-materiel-motion-control-kessler/;;
vimeo;126692875;https://vimeo.com/126692875;Instants de tournage;0:41;public;non;3;ch:/actualites/timelapse-de-tournage-en-studio/ | en:/actualites/timelapse-of-studio-shooting/ | fr:/actualites/timelapse-de-tournage-en-studio/;;
vimeo;125745231;https://vimeo.com/125745231;Inauguration Mountain Store Quechua / Simond / Wed'ze pour Ores Group;3:39;public;non;3;ch:/actualites/projection-semi-transparente-immersive-pour-linauguration-dun-batiment/ | en:/actualites/immersive-semi-transparent-projection-for-building-inauguration/ | fr:/actualites/projection-semi-transparente-immersive-pour-linauguration-dun-batiment/;;
vimeo;125745232;https://vimeo.com/125745232;Making of - motion design vintage;0:42;public;non;3;ch:/actualites/un-motion-design-a-lancienne-making-of/ | en:/actualites/old-fashioned-motion-design-making-of/ | fr:/actualites/un-motion-design-a-lancienne-making-of/;;
vimeo;249078324;https://vimeo.com/249078324;Bluevista 360 / VR reel;2:19;public;non;3;ch:/actualites/video-immersive-360/ | en:/actualites/360-immersive-video/ | fr:/actualites/video-immersive-360/;;
vimeo;293100860;https://vimeo.com/293100860;;;public;non;3;ch:/actualites/video-immersive-360/ | en:/actualites/360-immersive-video/ | fr:/actualites/video-immersive-360/;;
vimeo;216161170;https://vimeo.com/216161170;;;public;non;3;ch:/actualites/video-immersive-360/ | en:/actualites/360-immersive-video/ | fr:/actualites/video-immersive-360/;;
vimeo;298596928;https://vimeo.com/298596928;Clip report Fubiz Talks 2018;3:00;public;non;5;ch:/realisation-de-film-evenements/ | en:/actualites/after-movie-fubiz-talks-2018/ | en:/geneva-event-video-production/ | fr:/actualites/after-movie-fubiz-talks-2018/ | fr:/realisation-de-film-evenements/;;
vimeo;371351938;https://vimeo.com/371351938;TETRO - Intercontinental Lyon - Mapping Dome;2:55;public;non;5;ch:/nos-competences/video-mapping/ | en:/actualites/inauguration-intercontinental-lyon-grand-hotel-dieu/ | en:/our-skills/video-mapping/ | fr:/actualites/inauguration-intercontinental-lyon-grand-hotel-dieu/ | fr:/nos-competences/video-mapping/;;
vimeo;371351851;https://vimeo.com/371351851;;;public;non;5;ch:/nos-competences/video-mapping/ | en:/actualites/inauguration-intercontinental-lyon-grand-hotel-dieu/ | en:/our-skills/video-mapping/ | fr:/actualites/inauguration-intercontinental-lyon-grand-hotel-dieu/ | fr:/nos-competences/video-mapping/;;
vimeo;298970623;https://vimeo.com/298970623;bluevista | Showreel Drone 2018;0:54;public;non;5;ch:/actualites/show-reel-videos-drone/ | en:/actualites/show-reel-videos-drone/ | en:/our-skills/aerial-video-drone/ | fr:/actualites/show-reel-videos-drone/ | fr:/nos-competences/video-aerienne-drone/;;
youtube;HLYkX6Lq3xg;https://youtu.be/HLYkX6Lq3xg;;;youtube;non;5;ch:/actualites/film-de-presentation-produit/ | en:/actualites/product-presentation-film/ | en:/actualites/stann/ | fr:/actualites/film-de-presentation-produit/ | fr:/actualites/stann/;;
vimeo;301837506;https://vimeo.com/301837506;bluevista | Showreel Motion Design;1:00;public;non;6;ch:/actualites/show-reel-motion-design/ | ch:/nos-competences/motion-design/ | en:/actualites/show-reel-motion-design/ | en:/our-skills/motion-design/ | fr:/actualites/show-reel-motion-design/ | fr:/nos-competences/motion-design/;;
vimeo;126850012;https://vimeo.com/126850012;Amplitude corporate -- WIP;2:10;public;non;7;ch:/actualites/film-dentreprise-video-15-ans-dexperience/ | en:/actualites/corporate-film-video-15-years-of-experience/ | en:/advertising-video/ | en:/corporate-film-lyon-15-years-of-experience/ | en:/promotional-video/ | fr:/actualites/film-dentreprise-video-15-ans-dexperience/ | fr:/film-entreprise-lyon-15-ans-experience/;;
vimeo;298198261;https://vimeo.com/298198261;;;public;non;8;ch:/actualites/motion-design-pedagogique/ | ch:/realisation-de-film-banques-assurances/ | en:/actualites/educational-motion-design/ | en:/corporate-film-in-lyon/ | en:/film-production-banking-and-insurance/ | fr:/actualites/motion-design-pedagogique/ | fr:/realisation-de-film-banques-assurances/ | fr:/realisation-film-entreprise-lyon/;;
vimeo;273331886;https://vimeo.com/273331886;;;public;non;8;ch:/actualites/film-de-presentation-produit/ | ch:/realisation-film-construction-immobiliere/ | en:/actualites/product-presentation-film/ | en:/actualites/stann/ | en:/film-production-real-estate-construction/ | fr:/actualites/film-de-presentation-produit/ | fr:/actualites/stann/ | fr:/realisation-film-construction-immobiliere/;;
vimeo;307515377;https://vimeo.com/307515377;bluevista | Live streaming 2018;0:46;public;non;8;ch:/actualites/streaming-live-et-webtv-demo-2018/ | ch:/nos-competences/live-streaming-webtv/ | en:/actualites/live-video-homeserve-20ans/ | en:/actualites/streaming-live-and-webtv-demo-2018/ | en:/our-skills/live-streaming-webtv/ | fr:/actualites/live-video-homeserve-20ans/ | fr:/actualites/streaming-live-et-webtv-demo-2018/ | fr:/nos-competences/live-streaming-webtv/;;
vimeo;298213852;https://vimeo.com/298213852;Carso - Version Anglaise;4:48;public;non;9;ch:/actualites/realisation-de-film-dentreprise-ou-corporate/ | ch:/nos-competences/video-corporate-film-dentreprise/ | ch:/realisation-film-sante/ | en:/actualites/corporate-film-production/ | en:/film-production-health/ | en:/our-skills/corporate-video-corporate-film/ | fr:/actualites/realisation-de-film-dentreprise-ou-corporate/ | fr:/nos-competences/video-corporate-film-dentreprise/;;
vimeo;298559082;https://vimeo.com/298559082;ABB AF Contactor;2:21;public;non;11;ch:/realisation-film-evenementiel/ | ch:/realisation-film-immobilier-real-estate/ | ch:/realisation-film-industrie/ | ch:/video-promotionnelle/ | en:/film-production-events/ | en:/film-production-industry/ | en:/film-production-real-estate/ | fr:/realisation-film-evenementiel/;;
vimeo;301877424;https://vimeo.com/301877424;bluevista | Showreel animation 3D;1:01;public;non;11;ch:/actualites/decouvrez-notre-nouvelle-bande-demo-3d/ | ch:/nos-competences/animation-3d/ | ch:/studio-danimation-3d-a-geneve/ | en:/3d-animation-studio-in-lyon/ | en:/3d-animation-studio-in-paris/ | en:/actualites/discover-our-new-3d-demo-reel/ | en:/our-skills/3d-animation/ | fr:/actualites/decouvrez-notre-nouvelle-bande-demo-3d/;;
