query;clics;impressions;ctr;position
"vidéo production";0;5;0.00;51.6
"vidéo production entreprise";0;16;0.00;62.8
"vidéo production genève";0;417;0.00;23.9
"vidéo production service";0;1;0.00;51.0
"vidéo production suisse";0;219;0.00;22.6
"vidéo vidéo entreprise";0;12;0.00;29.3
"vidéo évènementiel genève";0;149;0.00;5.2
"vidéo événementielle suisse";0;190;0.00;23.8
"vidéomapping";0;1;0.00;7.0
"vidéos aériennes par drone";0;78;0.00;14.4
"vista";0;5;0.00;7.4
"vista communication";0;1;0.00;5.0
"vista drone";0;2;0.00;6.0
"vista motion";0;2;0.00;6.0
"visual geneve";0;11;0.00;34.0
"visuals geneva";0;1;0.00;29.0
"visuals geneve";0;21;0.00;55.9
"visuel";0;1;0.00;1.0
"visuel 3d";0;1;0.00;9.0
"voxvista";0;1;0.00;9.0
"web agency geneva";0;1;0.00;49.0
"web tv";0;1;0.00;4.0
"web tv en direct";0;14;0.00;1.0
"web tv geneve";0;1;0.00;16.0
"web tv live";0;1;0.00;10.0
"web tv stream";0;1;0.00;14.0
"webstreaming suisse";0;387;0.00;25.5
"webtv";0;2;0.00;33.5
"webtv entv";0;3;0.00;1.0
"webtv live";0;9;0.00;6.3
"webtv schweiz";0;23;0.00;41.5
"webtv.ch";0;1;0.00;10.0
"www live";0;1;0.00;97.0
"•corporate video production";0;10;0.00;82.4
